,verdict,text,reject,reject-predicted,PUNISHMENT-predicted,GENERAL_CIRCUM-predicted,CIRCUM_OFFENSE-predicted,CONFESSION-predicted,CONFESSION_LVL2-predicted,CIR_TYPE_WEP-predicted,CIR_PURPOSE-predicted,CIR_PLANNING-predicted,CIR_MONEY_PAID_WEP-predicted,CIR_HELD_WAY_WEP-predicted,REGRET-predicted,RESPO-predicted,CIR_USE-predicted,CIR_STATUS_WEP-predicted,CIR_OBTAIN_WAY_WEP-predicted,CIR_BUYER_ID_WEP-predicted,CIR_AMMU_AMOUNT_WEP-predicted
14,ME-12-05-33444-999_tagged,"התובעת הפנתה לפסיקה בנסיבות דומות, התומכת בגישתה והטעימה כי בנסיבות אחרות, היה מקום להשית על הנאשם עונש מאסר ממושך, כך בהתאם לענישה הנוהגת בעבירות נשק.",,0.9994516963727313,,,,,,,,,,,,,,,,,
15,ME-12-05-33444-999_tagged,"סופו של יום, גרסה התובעת, כי אין לקבל את המלצת שירות המבחן לעבודות שירות, בהיותה ממוקדת בצרכי הנאשם ומפליגה בקולתה.",,0.9605481997094,,,,,,,,,,,,,,,,,
16,ME-12-05-33444-999_tagged,"ענישה מקלה מ-7 חודשי מאסר כמבוקש, תחטא לאינטרס הציבורי ותעודד עשיית דין עצמי, כך גבי דידה.",,0.04916910662846567,0.9631028717322507,1.47493112671543e-07,0.0017989967071295144,1.853361400478184e-05,,,,,,,,,,,,,
17,ME-12-05-33444-999_tagged,"ב""כ הנאשם, עוה""ד פורר, סבר מנגד כי יש להשית על הנאשם צו מבחן כפי שהמליץ שירות המבחן לצד של""צ (בניגוד לתסקיר, הממליץ על עבודות שירות).",,0.9992266599666036,,,,,,,,,,,,,,,,,
18,ME-12-05-33444-999_tagged,"בנסיבות אלו, ומבלי להקל ראש בעבירה, פעל הנאשם מתוך חוסר אונים, היעדר יכולת להגן על עצמו ועל משפחתו, במיוחד לאחר שנדחתה בקשתו לקבל רישיון נשק כדין.",,0.0006019447034892412,7.256450813403605e-05,0.9932636891904634,0.001699984992708495,2.0400099758825357e-05,,,,,,,,,,,,,
19,ME-12-05-33444-999_tagged,"הסנגור הטעים, כי לו היה מוגש כתב האישום מלכתחילה בגין עבירה של החזקת נשק (בשונה מנשיאת נשק, כפי שהוגש במקור), הרי שהיה נדון בפני בית משפט השלום, והעונש שנגזר על הנאשם היה בהתאם.",,0.9984771561633684,,,,,,,,,,,,,,,,,
20,ME-12-05-33444-999_tagged,"לבסוף, הביע הסנגור את הסתייגותו מהמלצת שירות המבחן, אשר שינה את טעמו כאשר המליץ על עבודות שירות תחת של""צ.",,0.00040908174520702786,0.00024751121463364263,1.1034527247753305e-06,0.0019069481048646815,1.8104423986093723e-05,,,,,,,,,,,,,
21,ME-12-05-33444-999_tagged,"הסנגור הטעים כי לא היה מקום לעשות כן, קל וחומר מבלי לנמק את השינוי בהמלצה, זאת על רקע הנסיבות המיוחדות ויוצאות הדופן של האירוע, המצדיקות חריגה ממדיניות הענישה.",,0.9987436485846364,,,,,,,,,,,,,,,,,
22,ME-12-05-33444-999_tagged,"הסנגור הדגיש, כי עבודות שירות תפגענה בעבודתו של הנאשם.",,0.9983409071891641,,,,,,,,,,,,,,,,,
23,ME-12-05-33444-999_tagged,"הוא הדגיש כי המעשה בוצע מתוך פחד, לאחר שאיבד את בתו ובהמשך קיבל את הידיעה כי בנו נפגע בירי.",,0.0038191336704065863,0.0002066721808116304,0.9966643899711128,0.0034593776793053793,1.9998197976672264e-05,,,,,,,,,,,,,
24,ME-12-05-33444-999_tagged,"כיום, מסר כי הוא ממוקד בחזרה לחיים נורמטיביים.",,0.0013747287077357129,6.075121035847376e-05,0.07659521997714584,0.0016668120246500075,1.985779287796656e-05,,,,,,,,,,,,,
25,ME-12-05-33444-999_tagged,"לדבריו, קצין המבחן מסר לו את המלצתו לשל""צ  וככל הנראה, לאחר התייעצות, חזר בו ומסר שימליץ על עבודות שירות.",,0.9754825186412166,,,,,,,,,,,,,,,,,
26,ME-12-05-33444-999_tagged,הנאשם עמד אף הוא על הקושי שבשילוב עבודתו עם עבודות שירות.,,0.9976148216532199,,,,,,,,,,,,,,,,,
27,ME-12-05-33444-999_tagged,"עבירות הנשק ידועות בחומרתן, על רקע הסיכון הטמון בהן לחיי אדם, קל וחומר על רקע ההסלמה שחלה בעבירות נשק בשנים האחרונות וזמינותם של כלי הנשק, הפוגעים בתחושת ביטחונם של אזרחים תמימים.",,0.9996007934113604,,,,,,,,,,,,,,,,,
28,ME-12-05-33444-999_tagged,"ואולם, אף לכללים הנהוגים קיימים חריגים; בעניינו, המאשימה ציינה בהגינותה כי המקרה דנן אינו מקרה ""רגיל"" של החזקת נשק.",,0.999335131338176,,,,,,,,,,,,,,,,,
29,ME-12-05-33444-999_tagged,"תיקון 113 לחוק העונשין (הבניית שיקול הדעת השיפוטי בענישה) (להלן: ""תיקון 113"") קובע כי בקביעת מתחם הענישה ההולם לעבירה, על בית המשפט ליתן דעתו לנסיבות ביצוע העבירה ובין היתר, לסיבות בעטיין נעברה, לנזק שנגרם מביצועה ולנסיבות נוספות ככל שיימצאו רלוונטיות.",,0.9996409746426905,,,,,,,,,,,,,,,,,
30,ME-12-05-33444-999_tagged,"זאת ועוד, בחוות דעת הממונה על עבודות שרות מיום 17.2.13 קבע הממונה כי הנאשם אינו מתאים לעבודות שרות וזאת על בסיס חוות דעת מודיעין ממשטרת ישראל אשר קבעה כי קיימת ""מסוכנות כלפיו"" ללמדך כי הסכנה טרם חלפה.",,0.01750751437536324,0.00016410322903662546,4.134760282057116e-08,0.0017769640831556794,1.805179180872112e-05,,,,,,,,,,,,,
31,ME-12-05-33444-999_tagged,"יש להבחין בין החזקת נשק שנועדה לגרום רעה לאחר, לצורך נקמה למשל, לבין מצב בו הנשק מוחזק במטרה לקדם את פני הרעה, כפי שנעשה בענייננו.",,0.9980607210964169,,,,,,,,,,,,,,,,,
32,ME-12-05-33444-999_tagged,"הגם שאין בנסיבות המתוארות כדי להכשיר את מעשה העבירה, הרי שהן מקהות מחומרתו.",,0.9993718053320798,,,,,,,,,,,,,,,,,
33,ME-12-05-33444-999_tagged,"(לעניין היותה של עבירת החזקת נשק לשם הגנה עצמית במדרג הנמוך יחסית של החומרה ר' ב""ש 625/82 אבו מוך נ' מדינת ישראל, פ""ד לז(3), 668).",,0.9995791755354813,,,,,,,,,,,,,,,,,
34,ME-12-05-33444-999_tagged,מלאכת הענישה לעולם הינה אינדיבידואלית.,,0.9962756134686366,,,,,,,,,,,,,,,,,
35,ME-12-05-33444-999_tagged,"תפיסה זו מצאה עיגון גם בתיקון 113 בסעיף 40יא הקובע כי בגזירת העונש ההולם לנאשם, יתחשב בית המשפט בנסיבותיו האישיות (""נסיבות שאינן קשורות בביצוע העבירה"") וכן בסעיף 40ד(א) הקובע כי במקרים חריגים, ניתן לסטות ממתחם הענישה ההולם לעבירה ולקבוע את העונש על פי שיקולי השיקום.",,0.999875577967707,,,,,,,,,,,,,,,,,
36,ME-12-05-33444-999_tagged,"שירות המבחן התרשם באורח חיובי מהנאשם והמליץ להטיל עליו צו מבחן אשר באמצעותו, יעבור טיפול שיסייע לו בעיבוד קשייו, ברכישת כלים להתמודדות עמם ובהפקת לקחים.",,0.004301751408808994,0.00021982664994991329,0.9923875510587751,0.0012542993977798867,1.869345087611269e-05,,,,,,,,,,,,,
37,ME-12-05-33444-999_tagged,"עוד מצא שירות המבחן, כי להליך הפלילי השפעה הרתעתית על הנאשם.",,0.053594137305229134,0.0002620701409757577,0.9914928120021459,0.0018994547830435567,1.9847616808377657e-05,,,,,,,,,,,,,
38,ME-12-05-33444-999_tagged,"בנסיבות שתוארו, על פני הדברים, מאסר שירוצה בעבודות שרות היה מקיים באורח ראוי את האיזון בין כלל האינטרסים, אולם משנמצא הנאשם בלתי מתאים לעבודות שרות בשל סכנה הנשקפת לו מאחרים – סבורני כי אין להמיר את עבודות השרות במאסר בפועל, אשר יחמיר עם הנאשם יתר על המידה, על לא עוול בכפו.",,0.9994363791647695,,,,,,,,,,,,,,,,,
39,ME-12-05-33444-999_tagged,"העונש הראוי אפוא הוא הטלת עבודות של""צ.",,0.9995937325217968,,,,,,,,,,,,,,,,,
40,ME-12-05-33444-999_tagged,אף אם יש בו משום הקלה של ממש.,,0.9751775266516435,,,,,,,,,,,,,,,,,
41,ME-12-05-33444-999_tagged,"אשר על כן, ולאחר שנתתי דעתי לנסיבות לחומרה ולקולה, אני גוזרת על הנאשם את העונשים הבאים:",,0.9996122733193363,,,,,,,,,,,,,,,,,
42,ME-12-05-33444-999_tagged,עם גיבושה יחל הנאשם בביצוע העבודות ללא צורך בהחלטה שיפוטית נוספת.,,0.9975748935353298,,,,,,,,,,,,,,,,,
43,ME-12-05-33444-999_tagged,הנאשם יהיה תחת פיקוח שירות המבחן למשך שנה.,,0.9982863283125873,,,,,,,,,,,,,,,,,
44,ME-12-05-33444-999_tagged,546783135129371זכות ערעור לבית המשפט העליון תוך 45 יום.,,0.9998628080104334,,,,,,,,,,,,,,,,,
45,ME-12-05-33444-999_tagged,"54678313ניתן היום,  י""ח אדר, 28 פברואר 2013, במעמד הנאשם וב""כ הצדדים.",,0.9997731874283123,,,,,,,,,,,,,,,,,
46,ME-12-05-33444-999_tagged,נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,,0.9993854596460621,,,,,,,,,,,,,,,,,
47,ME-12-05-33444-999_tagged,"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",,0.999379520108376,,,,,,,,,,,,,,,,,
48,ME-13-04-35007-454_tagged,"בשם הנאשם: בעצמו וע""י ב""כ עו""ד רוני נוג'ידאת",,0.999607249940358,,,,,,,,,,,,,,,,,
49,ME-13-04-35007-454_tagged,"חוק העונשין, תשל""ז-1977: סע'  144(א), 144(ב)",,0.9997094705058317,,,,,,,,,,,,,,,,,
50,ME-13-04-35007-454_tagged,"* בית המשפט השית על הנאשם – ""בגיר צעיר"" בעת ביצוע העבירה שעניינה נשיאת והחזקת נשק, עונש של מאסר בפועל במשך 9 חודשים.",,0.011632333964616765,0.9989832134456191,4.3857349884394355e-08,0.0016864208809846952,1.947152179679008e-05,,,,,,,,,,,,,
51,ME-13-04-35007-454_tagged,"נפסק, כי בנסיבות, יש למקם את העונש הראוי לנאשם בתוך מתחם העונש ההולם שנקבע, ברף הנמוך של מתחם העונש ההולם אך לא בצד הקיצון שבו.",,0.9995126718186708,,,,,,,,,,,,,,,,,
52,ME-13-04-35007-454_tagged,* עונשין – ענישה – מדיניות ענישה: עבירות נשק,,0.99960368181014,,,,,,,,,,,,,,,,,
53,ME-13-04-35007-454_tagged,בית המשפט פסק כלהלן:,,0.9994344689478318,,,,,,,,,,,,,,,,,
54,ME-13-04-35007-454_tagged,"הערכים החברתיים המוגנים שנפגעו מביצוע העבירות שביצע הנאשם הם ביטחון המדינה, שלום וביטחון הציבור והסדר הציבורי.",,0.9996165406843425,,,,,,,,,,,,,,,,,
55,ME-13-04-35007-454_tagged,במקרים דומים הוטלו על נאשמים עונשי מאסר בפועל מאחורי סורג ובריח לתקופות משתנות.,,0.9986621467401554,,,,,,,,,,,,,,,,,
56,ME-13-04-35007-454_tagged,"במקרה זה, מתחם העונש ההולם נע במקרה דנן בין 7 חודשי מאסר בפועל, לבין 30 חודשי מאסר בפועל, בצירוף עונשים נלווים.",,0.002704572925616471,0.9991020920180086,3.5239291188518325e-08,0.0018655922891974979,1.8275073764742805e-05,,,,,,,,,,,,,
57,ME-13-04-35007-454_tagged,"עסקינן במי שהוא ""בגיר – צעיר"" כהגדרת בית המשפט העליון בסוגיה זו, על ההשלכות הרוחביות הקמות מכך.",,0.9994497961309602,,,,,,,,,,,,,,,,,
58,ME-13-04-35007-454_tagged,"כנגד הנאשם הוגש לבית משפט זה כתב אישום, בו יוחסו לו במקור העבירות שעניינן, נשיאת נשק שלא כדין, החזקת נשק שלא כדין וירי באזור מגורים.",,0.9894188199656345,,,,,,,,,,,,,,,,,
59,ME-13-04-35007-454_tagged,"עוד הוסכם, כי בטרם ישמעו טיעוני הצדדים לעונש ואף מפאת גילו של הנאשם במועד ביצוע העבירות, יתקבל תסקיר מאת שירות המבחן בעניינו של הנאשם ולאחר מכן, הצדדים יטענו באופן חופשי לעונש באשר לכל רכיבי הענישה.",,0.9960991875327024,,,,,,,,,,,,,,,,,
60,ME-13-04-35007-454_tagged,"במעמד זה הבהירה המאשימה, כי היא תעתור להשית על הנאשם עונש מאסר בפועל בהתאם לרמת הענישה הנהוגה, בעוד שהסניגור יטען באופן חופשי לעונש (הכל ביחד יקרא להלן: ""הסדר הטיעון"").",,0.9992089222257827,,,,,,,,,,,,,,,,,
61,ME-13-04-35007-454_tagged,"נשיאת נשק שלא כדין - עבירה לפי סעיף 144(ב) רישא + סיפא לחוק העונשין, התשל""ז - 1977 (להלן: ""חוק העונשין"").",,0.9995269118543179,,,,,,,,,,,,,,,,,
62,ME-13-04-35007-454_tagged,החזקת נשק שלא כדין - עבירה לפי סעיף 144(א) רישא + סיפא לחוק העונשין.,,0.9994646904514815,,,,,,,,,,,,,,,,,
63,ME-13-04-35007-454_tagged,כן הוריתי על הגשת תסקיר מאת שירות המבחן בעניינו של הנאשם.,,0.9997047153416624,,,,,,,,,,,,,,,,,
64,ME-13-04-35007-454_tagged,"תסקיר, כאמור, כמו גם",,0.9978418212641351,,,,,,,,,,,,,,,,,
65,ME-13-04-35007-454_tagged,"תסקירים משלימים, מונחים בפני.",,0.9986793603392432,,,,,,,,,,,,,,,,,
66,ME-13-04-35007-454_tagged,"מעובדות כתב האישום המתוקן עולה, כי בזמן הרלוונטי לכתב האישום, שרר סכסוך בכפר דבוריה, בו היו מעורבים הנאשם ואחרים (להלן: ""הסכסוך"").",,0.9981438028046266,,,,,,,,,,,,,,,,,
67,ME-13-04-35007-454_tagged,במסגרת הסכסוך אירעו מספר אירועי אלימות בכפר במהלך הימים הראשונים של חודש אפריל 2013.,,0.9977945423821065,,,,,,,,,,,,,,,,,
68,ME-13-04-35007-454_tagged,בדיון מיום 10/11/14 הוגשו טיעוני המאשימה לעונש בכתב.,,0.9998943750587629,,,,,,,,,,,,,,,,,
69,ME-13-04-35007-454_tagged,"כן הדגישה, כי הפסיקה בעבירות בנשק ברורה וחד משמעית ועיקרה מאסר מאחורי סורג ובריח.",,0.9989930548653384,,,,,,,,,,,,,,,,,
70,ME-13-04-35007-454_tagged,"ב""כ המאשימה הפנתה לתסקירי שירות המבחן שהוגשו בעניינו של הנאשם ולעולה מהם, כמפורט בטיעוניה שם.",,0.9997137811079253,,,,,,,,,,,,,,,,,
71,ME-13-04-35007-454_tagged,"בהקשר זה הדגישה המאשימה, כי לדידה, די היה בתסקיר הראשון שהוגש בעניינו של הנאשם כדי להבין לאן פנינו מועדות וכי לא זהו הזמן להתחיל הליך טיפולי אשר נדחה שוב ושוב, על מנת לאפשר לנאשם להירתם להליך כזה.",,0.03641815463425743,0.00014652138190539984,0.7979624475082331,0.0017614636335646138,1.837008772632383e-05,,,,,,,,,,,,,
72,ME-13-04-35007-454_tagged,"עוד ציינה, כי גם עתה, לאחר יותר ממחצית השנה, הנאשם אך בתחילת דרכו של ההליך ועדיין מונע ממניעים חיצוניים.",,0.007346244862908062,6.670819449106599e-05,0.999757863963775,0.0024452690233583243,2.008496805909632e-05,,,,,,,,,,,,,
73,ME-13-04-35007-454_tagged,"המאשימה סבורה עוד, כי אמנם אין עסקינן בתסקיר שלילי, אך מאידך, אינו חיובי מספיק בנסיבות העניין.",,0.007884482706599609,6.982191462643154e-05,0.313149718042585,0.0020548451652114383,2.1168510791188515e-05,,,,,,,,,,,,,
74,ME-13-04-35007-454_tagged,"אחיזת הנאשם בהתנהלות המסכנת את הציבור, עדיין שרירה וקיימת.",,0.999455501916915,,,,,,,,,,,,,,,,,
75,ME-13-04-35007-454_tagged,"עוד טענה המאשימה, כי אם יחליט בית המשפט לאמץ את המלצות התסקיר, הרי שהוא יעדיף את האינטרס השיקומי הלא וודאי של הנאשם, על פני האינטרס הציבורי.",,0.999151631036106,,,,,,,,,,,,,,,,,
76,ME-13-04-35007-454_tagged,"בנסיבות אלו, לאור חומרת העבירות, הפסיקה החד משמעית בעבירות אלו ונסיבותיו האישיות של הנאשם אשר אינן חריגות ואינן מצדיקות סטייה ממתחם הענישה המקובל בעבירות כגון דא, עותרת המאשימה להשית על הנאשם עונש מאסר בפועל מאחורי סורג ובריח, מאסר מותנה וחיובו בתשלום קנס כספי שלא יפחת מ - 10,000 ₪.",,0.010153368232094034,0.4137724729226104,3.3200592481528565e-08,0.0018237319911446098,1.8524564000108095e-05,,,,,,,,,,,,,
77,ME-13-04-35007-454_tagged,"במסגרת טיעוניה הכתובים, הפנתה המאשימה להוראות תיקון 113 לחוק העונשין.",,0.9994348538797242,,,,,,,,,,,,,,,,,
78,ME-13-04-35007-454_tagged,"עוד טענה, כי הערך החברתי המוגן בעבירות בנשק הינו ביטחון הציבור.",,0.9994380677356667,,,,,,,,,,,,,,,,,
79,ME-13-04-35007-454_tagged,"בהקשר זה הדגישה, כי נשק חם הינו מסוכן וכי החזקתו, נשיאתו והובלתו, צפויים להוביל לשימוש בו לביצוע עבירות פליליות או אידיאולוגיות ואף לפגיעה בגוף ובנפש.",,0.9955284442613325,,,,,,,,,,,,,,,,,
80,ME-13-04-35007-454_tagged,בהקשר זה הפנתה המאשימה לפסיקה רלוונטית.,,0.999509626108303,,,,,,,,,,,,,,,,,
81,ME-13-04-35007-454_tagged,"עוד טענה המאשימה, כי קשה לאמוד את מידת הפגיעה בערך המוגן שעה שעסקינן בביטחון הציבור, או באינטרס ציבורי דומה שכן, בעוד שבמקרה של פגיעה בגוף או ברכוש, הפגיעה היא קונקרטית, הרי שקשה ואף בלתי אפשרי לאמוד במדויק את הפגיעה בביטחון הציבור, בעבירות נשק.",,0.9990811928631654,,,,,,,,,,,,,,,,,
82,ME-13-04-35007-454_tagged,"עם זאת, הפגיעה בציבור הנובעת מזמינותו של נשק חם המוחזק בידי אנשים בבתיהם, או נישא על ידם ברחובה של עיר, הייתה משמעותית וחמורה.",,0.999325445156567,,,,,,,,,,,,,,,,,
83,ME-13-04-35007-454_tagged,"תופעה זו, כך לדידה של המאשימה, הינה הקרקע המאפשרת שימוש בנשק חם לביצוע  עבירות ופגיעה בגוף ובנפש.",,0.9992227071311944,,,,,,,,,,,,,,,,,
84,ME-13-04-35007-454_tagged,"באשר לנסיבות הקשורות בביצוע העבירות ציינה המאשימה, כי הנאשם לא ""נקלע"" לאירוע בו החזיק בנשק באופן רגעי וספונטני.",,0.0008272901122712384,0.0003121934710375944,5.2525696688910854e-08,0.9999013858832544,1.88778551536374e-05,,1.2143561326849521e-05,1.211584570734787e-05,2.8150682694545636e-05,1.2107668488972949e-05,1.2637958880035157e-05,,,0.9995409350391002,0.00011257834526371422,0.0021887679933489932,5.3893065206389496e-05,5.3893065206389496e-05
85,ME-13-04-35007-454_tagged,"באשר לנזק שנגרם מביצוע העבירות, טוענת המאשימה, כי נשק המוחזק שלא כדין ומובל בחוצות העיר, פוגע בביטחון הציבור ומסכן אותו.",,0.9988180947726375,,,,,,,,,,,,,,,,,
86,ME-13-04-35007-454_tagged,"באשר למדיניות הענישה הנהוגה, טוענת המאשימה, כי מדיניות זו בעבירות מסוג זה, הינה הטלת עונשי מאסר בפועל לתקופות משתנות.",,0.9991902577711009,,,,,,,,,,,,,,,,,
87,ME-13-04-35007-454_tagged,"עוד ציינה, כי בתי המשפט קבעו בשנים האחרונות, כי יש להחמיר בענישה בעבירות מסוג זה במטרה להרתיע מפני עבירות בנשק, על מנת למגר את התופעה.",,0.9989328484815659,,,,,,,,,,,,,,,,,
88,ME-13-04-35007-454_tagged,"בנסיבות אלו, סבורה המאשימה, כי מתחם העונש ההולם נע בין 20 חודשי מאסר בפועל לבין 48 חודשי מאסר בפועל.",,0.0028864199970781417,0.9987445894623882,2.735335441819506e-08,0.0018878320842834692,1.8306048463825916e-05,,,,,,,,,,,,,
89,ME-13-04-35007-454_tagged,"זאת ועוד, הנאשם רואה בהתנסויות פורצות גבול וחוק, כחוויות והתנסויות שדרכן הוא לומד על עצמו.",,0.3535103419863074,0.00016771094038968553,1.227708984684521e-06,0.002089955919142378,1.9358811992022604e-05,,,,,,,,,,,,,
90,ME-13-04-35007-454_tagged,"זאת ועוד, הנאשם הביע העדר נזקקות טיפולית, אינו נוטל אחריות לתוצאות מעשיו וחסר מוטיבציה לערוך שינויים.",,0.001390044074734469,8.640523966704524e-05,0.9917673174602654,0.001786923790115231,0.9997104325226729,1.422499835783715e-05,,,,,,1.666543078050251e-05,0.9993359208794168,,,,,
91,ME-13-04-35007-454_tagged,"שירות המבחן התרשם עוד, כי הנאשם לא יפיק כל תועלת מקשר טיפולי והעריך, כי קיים סיכון גבוה להישנות התנהגות פורצת חוק.",,0.0010855816124330725,0.0002312835156908794,0.9989555702898393,0.0019200112979638815,1.8872636750952755e-05,,,,,,,,,,,,,
92,ME-13-04-35007-454_tagged,"לפיכך, בתסקירו הראשון, שירות המבחן אינו בא בהמלצה טיפולית וממליץ להשית על הנאשם עונש ממשי ומרתיע.",,0.0010645296192451407,0.00016991279649882413,0.9962562680675513,0.0017810627253064008,1.8259889675208415e-05,,,,,,,,,,,,,
93,ME-13-04-35007-454_tagged,"למרות האמור ולבקשת הנאשם, כי תינתן לו הזדמנות נוספת, הוגש בעניינו של הנאשם תסקיר נוסף אשר גם ממנו עולה, כי הנאשם מתקשה לגעת בעולמו הרגשי ומגיב באופן אימפולסיבי בטרם שוקל את צעדיו.",,0.0036017322955726,0.00013449543267830182,0.9949977427735391,0.0018142515814011028,1.9062118037745077e-05,,,,,,,,,,,,,
94,ME-13-04-35007-454_tagged,"שירות המבחן התרשם, כי יש מקום לאפשר לנאשם המשך טיפול בו יתמודד עם רגשות מודחקים, כאשר שירות המבחן שב ומתרשם, כי המניע לשיתוף הפעולה הינו חיצוני, אך הוא מקווה, כי עם הזמן, יהפוך לנזקקות מתוך רצון לשינוי.",,0.00897591331492265,8.018246055322002e-05,0.9958185169115381,0.0018889649277420563,1.8258187768213962e-05,,,,,,,,,,,,,
95,ME-13-04-35007-454_tagged,"בנסיבות אלו, בא שירות המבחן בהמלצה, להשית על הנאשם צו מבחן וכן התרשם שירות המבחן, כי הנאשם זקוק לענישה מוחשית בדמות עבודות שירות, חיובו בתשלום קנס ובחתימה על התחייבות כספית.",,0.0024097984123051526,0.000141653281531822,0.001268346331730278,0.0017964331853493058,1.8569181720245508e-05,,,,,,,,,,,,,
96,ME-13-04-35007-454_tagged,"מהאמור לעיל, מבקשת המאשימה ללמוד ולהדגיש, כי גם הפעם אין מתרשם שירות המבחן, כי הנאשם הביע נזקקות טיפולית כנה וברור לכל, כי הדבר נובע ממניעים חיצוניים ומתוך שאיפה להקל בעונשו.",,0.0033501129989803756,0.0001133284955994882,0.9986358899917575,0.0020606042398235813,1.8367225749635262e-05,,,,,,,,,,,,,
97,ME-13-04-35007-454_tagged,"שירות המבחן מביע תקווה, כי עם הזמן יהפוך המניע החיצוני לנזקקות טיפולית לטיפול משמעותי.",,0.009477834960873732,0.00014190236464540842,0.966758970434452,0.001649249969166888,1.8884467012992443e-05,,,,,,,,,,,,,
